generation,pokedex_number,name,description,species,type_1,type_2,height_m,weight_kg,ability_1,ability_2,ability_hidden,stat_total,hp,attack,defense,sp_attack,sp_defense,speed,sound_link,image_link
1,79,Slowpoke,"Slow-witted and oblivious, this Pokémon won’t feel any pain if its tail gets eaten. It won’t notice when its tail grows back, either.",Dopey Pokémon,Water,Psychic,1.2,36.0,Oblivious,Own Tempo,Regenerator,315.0,90.0,65.0,65.0,40.0,40.0,15.0,https://play.pokemonshowdown.com/audio/cries/slowpoke.mp3,https://projectpokemon.org/images/normal-sprite/slowpoke.gif
1,80,Slowbro,Slowpoke became Slowbro when a Shellder bit on to its tail. Sweet flavors seeping from the tail make the Shellder feel as if its life is a dream.,Hermit Crab Pokémon,Water,Psychic,1.6,78.5,Oblivious,Own Tempo,Regenerator,490.0,95.0,75.0,110.0,100.0,80.0,30.0,https://play.pokemonshowdown.com/audio/cries/slowbro.mp3,https://projectpokemon.org/images/normal-sprite/slowbro.gif
1,81,Magnemite,"At times, Magnemite runs out of electricity and ends up on the ground. If you give batteries to a grounded Magnemite, it’ll start moving again.",Magnet Pokémon,Electric,Steel,0.3,6.0,Magnet Pull,Sturdy,Analytic,325.0,25.0,35.0,70.0,95.0,55.0,45.0,https://play.pokemonshowdown.com/audio/cries/magnemite.mp3,https://projectpokemon.org/images/normal-sprite/magnemite.gif
1,82,Magneton,This Pokémon is three Magnemite that have linked together. Magneton sends out powerful radio waves to study its surroundings.,Magnet Pokémon,Electric,Steel,1.0,60.0,Magnet Pull,Sturdy,Analytic,465.0,50.0,60.0,95.0,120.0,70.0,70.0,https://play.pokemonshowdown.com/audio/cries/magneton.mp3,https://projectpokemon.org/images/normal-sprite/magneton.gif
1,83,Farfetch'd,"The stalk this Pokémon carries in its wings serves as a sword to cut down opponents. In a dire situation, the stalk can also serve as food.",Wild Duck Pokémon,Normal,Flying,0.8,15.0,Keen Eye,Inner Focus,Defiant,377.0,52.0,90.0,55.0,58.0,62.0,60.0,https://play.pokemonshowdown.com/audio/cries/farfetchd.mp3,https://projectpokemon.org/images/normal-sprite/farfetchd.gif
1,84,Doduo,"Its short wings make flying difficult. Instead, this Pokémon runs at high speed on developed legs.",Twin Bird Pokémon,Normal,Flying,1.4,39.2,Run Away,Early Bird,Tangled Feet,310.0,35.0,85.0,45.0,35.0,35.0,75.0,https://play.pokemonshowdown.com/audio/cries/doduo.mp3,https://projectpokemon.org/images/normal-sprite/doduo.gif
1,85,Dodrio,One of Doduo’s two heads splits to form a unique species. It runs close to 40 mph in prairies.,Triple Bird Pokémon,Normal,Flying,1.8,85.2,Run Away,Early Bird,Tangled Feet,470.0,60.0,110.0,70.0,60.0,60.0,110.0,https://play.pokemonshowdown.com/audio/cries/dodrio.mp3,https://projectpokemon.org/images/normal-sprite/dodrio.gif
1,86,Seel,Loves freezing-cold conditions. Relishes swimming in a frigid climate of around 14 degrees Fahrenheit.,Sea Lion Pokémon,Water,,1.1,90.0,Thick Fat,Hydration,Ice Body,325.0,65.0,45.0,55.0,45.0,70.0,45.0,https://play.pokemonshowdown.com/audio/cries/seel.mp3,https://projectpokemon.org/images/normal-sprite/seel.gif
1,87,Dewgong,"Its entire body is a snowy white. Unharmed by even intense cold, it swims powerfully in icy waters.",Sea Lion Pokémon,Water,Ice,1.7,120.0,Thick Fat,Hydration,Ice Body,475.0,90.0,70.0,80.0,70.0,95.0,70.0,https://play.pokemonshowdown.com/audio/cries/dewgong.mp3,https://projectpokemon.org/images/normal-sprite/dewgong.gif
1,88,Grimer,Made of congealed sludge. It smells too putrid to touch. Even weeds won’t grow in its path.,Sludge Pokémon,Poison,,0.9,30.0,Stench,Sticky Hold,Poison Touch,325.0,80.0,80.0,50.0,40.0,50.0,25.0,https://play.pokemonshowdown.com/audio/cries/grimer.mp3,https://projectpokemon.org/images/normal-sprite/grimer.gif
1,89,Muk,"Smells so awful, it can cause fainting. Through degeneration of its nose, it lost its sense of smell.",Sludge Pokémon,Poison,,1.2,30.0,Stench,Sticky Hold,Poison Touch,500.0,105.0,105.0,75.0,65.0,100.0,50.0,https://play.pokemonshowdown.com/audio/cries/muk.mp3,https://projectpokemon.org/images/normal-sprite/muk.gif
1,90,Shellder,It swims facing backward by opening and closing its two-piece shell. It is surprisingly fast.,Bivalve Pokémon,Water,,0.3,4.0,Shell Armor,Skill Link,Overcoat,305.0,30.0,65.0,100.0,45.0,25.0,40.0,https://play.pokemonshowdown.com/audio/cries/shellder.mp3,https://projectpokemon.org/images/normal-sprite/shellder.gif
1,91,Cloyster,"Its shell is extremely hard. It cannot be shattered, even with a bomb. The shell opens only when it is attacking.",Bivalve Pokémon,Water,Ice,1.5,132.5,Shell Armor,Skill Link,Overcoat,525.0,50.0,95.0,180.0,85.0,45.0,70.0,https://play.pokemonshowdown.com/audio/cries/cloyster.mp3,https://projectpokemon.org/images/normal-sprite/cloyster.gif
1,92,Gastly,"Born from gases, anyone would faint if engulfed by its gaseous body, which contains poison.",Gas Pokémon,Ghost,Poison,1.3,0.1,Levitate,,,310.0,30.0,35.0,30.0,100.0,35.0,80.0,https://play.pokemonshowdown.com/audio/cries/gastly.mp3,https://projectpokemon.org/images/normal-sprite/gastly.gif
1,93,Haunter,"Its tongue is made of gas. If licked, its victim starts shaking constantly until death eventually comes.",Gas Pokémon,Ghost,Poison,1.6,0.1,Levitate,,,405.0,45.0,50.0,45.0,115.0,55.0,95.0,https://play.pokemonshowdown.com/audio/cries/haunter.mp3,https://projectpokemon.org/images/normal-sprite/haunter.gif
1,94,Gengar,"On the night of a full moon, if shadows move on their own and laugh, it must be Gengar’s doing.",Shadow Pokémon,Ghost,Poison,1.5,40.5,Cursed Body,,,500.0,60.0,65.0,60.0,130.0,75.0,110.0,https://play.pokemonshowdown.com/audio/cries/gengar.mp3,https://projectpokemon.org/images/normal-sprite/gengar.gif
1,95,Onix,"As it digs through the ground, it absorbs many hard objects. This is what makes its body so solid.",Rock Snake Pokémon,Rock,Ground,8.8,210.0,Rock Head,Sturdy,Weak Armor,385.0,35.0,45.0,160.0,30.0,45.0,70.0,https://play.pokemonshowdown.com/audio/cries/onix.mp3,https://projectpokemon.org/images/normal-sprite/onix.gif
1,96,Drowzee,"If you sleep by it all the time, it will sometimes show you dreams it had eaten in the past.",Hypnosis Pokémon,Psychic,,1.0,32.4,Insomnia,Forewarn,Inner Focus,328.0,60.0,48.0,45.0,43.0,90.0,42.0,https://play.pokemonshowdown.com/audio/cries/drowzee.mp3,https://projectpokemon.org/images/normal-sprite/drowzee.gif
1,97,Hypno,Avoid eye contact if you come across one. It will try to put you to sleep by using its pendulum.,Hypnosis Pokémon,Psychic,,1.6,75.6,Insomnia,Forewarn,Inner Focus,483.0,85.0,73.0,70.0,73.0,115.0,67.0,https://play.pokemonshowdown.com/audio/cries/hypno.mp3,https://projectpokemon.org/images/normal-sprite/hypno.gif
1,98,Krabby,It can be found near the sea. The large pincers grow back if they are torn out of their sockets.,River Crab Pokémon,Water,,0.4,6.5,Hyper Cutter,Shell Armor,Sheer Force,325.0,30.0,105.0,90.0,25.0,25.0,50.0,https://play.pokemonshowdown.com/audio/cries/krabby.mp3,https://projectpokemon.org/images/normal-sprite/krabby.gif
1,99,Kingler,"Its large and hard pincer has 10,000-horsepower strength. However, being so big, it is unwieldy to move.",Pincer Pokémon,Water,,1.3,60.0,Hyper Cutter,Shell Armor,Sheer Force,475.0,55.0,130.0,115.0,50.0,50.0,75.0,https://play.pokemonshowdown.com/audio/cries/kingler.mp3,https://projectpokemon.org/images/normal-sprite/kingler.gif
1,100,Voltorb,It is said to camouflage itself as a Poké Ball. It will self-destruct with very little stimulus.,Ball Pokémon,Electric,,0.5,10.4,Soundproof,Static,Aftermath,330.0,40.0,30.0,50.0,55.0,55.0,100.0,https://play.pokemonshowdown.com/audio/cries/voltorb.mp3,https://projectpokemon.org/images/normal-sprite/voltorb.gif
1,101,Electrode,Stores electrical energy inside its body. Even the slightest shock could trigger a huge explosion.,Ball Pokémon,Electric,,1.2,66.6,Soundproof,Static,Aftermath,490.0,60.0,50.0,70.0,80.0,80.0,150.0,https://play.pokemonshowdown.com/audio/cries/electrode.mp3,https://projectpokemon.org/images/normal-sprite/electrode.gif
1,102,Exeggcute,"Though it may look like it’s just a bunch of eggs, it’s a proper Pokémon. Exeggcute communicates with others of its kind via telepathy, apparently.",Egg Pokémon,Grass,Psychic,0.4,2.5,Chlorophyll,,Harvest,325.0,60.0,40.0,80.0,60.0,45.0,40.0,https://play.pokemonshowdown.com/audio/cries/exeggcute.mp3,https://projectpokemon.org/images/normal-sprite/exeggcute.gif
1,103,Exeggutor,Each of Exeggutor’s three heads is thinking different thoughts. The three don’t seem to be very interested in one another.,Coconut Pokémon,Grass,Psychic,2.0,120.0,Chlorophyll,,Harvest,530.0,95.0,95.0,85.0,125.0,75.0,55.0,https://play.pokemonshowdown.com/audio/cries/exeggutor.mp3,https://projectpokemon.org/images/normal-sprite/exeggutor.gif
1,104,Cubone,"When the memory of its departed mother brings it to tears, its cries echo mournfully within the skull it wears on its head.",Lonely Pokémon,Ground,,0.4,6.5,Rock Head,Lightning Rod,Battle Armor,320.0,50.0,50.0,95.0,40.0,50.0,35.0,https://play.pokemonshowdown.com/audio/cries/cubone.mp3,https://projectpokemon.org/images/normal-sprite/cubone.gif
1,105,Marowak,"This Pokémon overcame its sorrow to evolve a sturdy new body. Marowak faces its opponents bravely, using a bone as a weapon.",Bone Keeper Pokémon,Ground,,1.0,45.0,Rock Head,Lightning Rod,Battle Armor,425.0,60.0,80.0,110.0,50.0,80.0,45.0,https://play.pokemonshowdown.com/audio/cries/marowak.mp3,https://projectpokemon.org/images/normal-sprite/marowak.gif
1,106,Hitmonlee,This amazing Pokémon has an awesome sense of balance. It can kick in succession from any position.,Kicking Pokémon,Fighting,,1.5,49.8,Limber,Reckless,Unburden,455.0,50.0,120.0,53.0,35.0,110.0,87.0,https://play.pokemonshowdown.com/audio/cries/hitmonlee.mp3,https://projectpokemon.org/images/normal-sprite/hitmonlee.gif
1,107,Hitmonchan,"Its punches slice the air. They are launched at such high speed, even a slight graze could cause a burn.",Punching Pokémon,Fighting,,1.4,50.2,Keen Eye,Iron Fist,Inner Focus,455.0,50.0,105.0,79.0,35.0,110.0,76.0,https://play.pokemonshowdown.com/audio/cries/hitmonchan.mp3,https://projectpokemon.org/images/normal-sprite/hitmonchan.gif
1,108,Lickitung,"If this Pokémon’s sticky saliva gets on you and you don’t clean it off, an intense itch will set in. The itch won’t go away, either.",Licking Pokémon,Normal,,1.2,65.5,Own Tempo,Oblivious,Cloud Nine,385.0,90.0,55.0,75.0,60.0,75.0,30.0,https://play.pokemonshowdown.com/audio/cries/lickitung.mp3,https://projectpokemon.org/images/normal-sprite/lickitung.gif
1,109,Koffing,"Its body is full of poisonous gas. It floats into garbage dumps, seeking out the fumes of raw, rotting trash.",Poison Gas Pokémon,Poison,,0.6,1.0,Levitate,Neutralizing Gas,Stench,340.0,40.0,65.0,95.0,60.0,45.0,35.0,https://play.pokemonshowdown.com/audio/cries/koffing.mp3,https://projectpokemon.org/images/normal-sprite/koffing.gif
1,110,Weezing,It mixes gases between its two bodies. It’s said that these Pokémon were seen all over the Galar region back in the day.,Poison Gas Pokémon,Poison,,1.2,9.5,Levitate,Neutralizing Gas,Stench,490.0,65.0,90.0,120.0,85.0,70.0,60.0,https://play.pokemonshowdown.com/audio/cries/weezing.mp3,https://projectpokemon.org/images/normal-sprite/weezing.gif
1,111,Rhyhorn,"Strong, but not too bright, this Pokémon can shatter even a skyscraper with its charging tackles.",Spikes Pokémon,Ground,Rock,1.0,115.0,Lightning Rod,Rock Head,Reckless,345.0,80.0,85.0,95.0,30.0,30.0,25.0,https://play.pokemonshowdown.com/audio/cries/rhyhorn.mp3,https://projectpokemon.org/images/normal-sprite/rhyhorn.gif
1,112,Rhydon,It begins walking on its hind legs after evolution. It can punch holes through boulders with its horn.,Drill Pokémon,Ground,Rock,1.9,120.0,Lightning Rod,Rock Head,Reckless,485.0,105.0,130.0,120.0,45.0,45.0,40.0,https://play.pokemonshowdown.com/audio/cries/rhydon.mp3,https://projectpokemon.org/images/normal-sprite/rhydon.gif
1,113,Chansey,The egg Chansey carries is not only delicious but also packed with nutrition. It’s used as a high-class cooking ingredient.,Egg Pokémon,Normal,,1.1,34.6,Natural Cure,Serene Grace,Healer,450.0,250.0,5.0,5.0,35.0,105.0,50.0,https://play.pokemonshowdown.com/audio/cries/chansey.mp3,https://projectpokemon.org/images/normal-sprite/chansey.gif
1,114,Tangela,"Hidden beneath a tangle of vines that grows nonstop even if the vines are torn off, this Pokémon’s true appearance remains a mystery.",Vine Pokémon,Grass,,1.0,35.0,Chlorophyll,Leaf Guard,Regenerator,435.0,65.0,55.0,115.0,100.0,40.0,60.0,https://play.pokemonshowdown.com/audio/cries/tangela.mp3,https://projectpokemon.org/images/normal-sprite/tangela.gif
1,115,Kangaskhan,"Although it’s carrying its baby in a pouch on its belly, Kangaskhan is swift on its feet. It intimidates its opponents with quick jabs.",Parent Pokémon,Normal,,2.2,80.0,Early Bird,Scrappy,Inner Focus,490.0,105.0,95.0,80.0,40.0,80.0,90.0,https://play.pokemonshowdown.com/audio/cries/kangaskhan.mp3,https://projectpokemon.org/images/normal-sprite/kangaskhan.gif
1,116,Horsea,"Horsea makes its home in oceans with gentle currents. If this Pokémon is under attack, it spits out pitch-black ink and escapes.",Dragon Pokémon,Water,,0.4,8.0,Swift Swim,Sniper,Damp,295.0,30.0,40.0,70.0,70.0,25.0,60.0,https://play.pokemonshowdown.com/audio/cries/horsea.mp3,https://projectpokemon.org/images/normal-sprite/horsea.gif
1,117,Seadra,"It’s the males that raise the offspring. While Seadra are raising young, the spines on their backs secrete thicker and stronger poison.",Dragon Pokémon,Water,,1.2,25.0,Poison Point,Sniper,Damp,440.0,55.0,65.0,95.0,95.0,45.0,85.0,https://play.pokemonshowdown.com/audio/cries/seadra.mp3,https://projectpokemon.org/images/normal-sprite/seadra.gif
1,118,Goldeen,"Its dorsal, pectoral, and tail fins wave elegantly in water. That is why it is known as the Water Dancer.",Goldfish Pokémon,Water,,0.6,15.0,Swift Swim,Water Veil,Lightning Rod,320.0,45.0,67.0,60.0,35.0,50.0,63.0,https://play.pokemonshowdown.com/audio/cries/goldeen.mp3,https://projectpokemon.org/images/normal-sprite/goldeen.gif
1,119,Seaking,"In autumn, its body becomes more fatty in preparing to propose to a mate. It takes on beautiful colors.",Goldfish Pokémon,Water,,1.3,39.0,Swift Swim,Water Veil,Lightning Rod,450.0,80.0,92.0,65.0,65.0,80.0,68.0,https://play.pokemonshowdown.com/audio/cries/seaking.mp3,https://projectpokemon.org/images/normal-sprite/seaking.gif
1,120,Staryu,"If you visit a beach at the end of summer, you’ll be able to see groups of Staryu lighting up in a steady rhythm.",Star Shape Pokémon,Water,,0.8,34.5,Illuminate,Natural Cure,Analytic,340.0,30.0,45.0,55.0,70.0,55.0,85.0,https://play.pokemonshowdown.com/audio/cries/staryu.mp3,https://projectpokemon.org/images/normal-sprite/staryu.gif
1,121,Starmie,This Pokémon has an organ known as its core. The organ glows in seven colors when Starmie is unleashing its potent psychic powers.,Mysterious Pokémon,Water,Psychic,1.1,80.0,Illuminate,Natural Cure,Analytic,520.0,60.0,75.0,85.0,100.0,85.0,115.0,https://play.pokemonshowdown.com/audio/cries/starmie.mp3,https://projectpokemon.org/images/normal-sprite/starmie.gif
1,122,Mr. Mime,The broadness of its hands may be no coincidence—many scientists believe its palms became enlarged specifically for pantomiming.,Barrier Pokémon,Psychic,Fairy,1.3,54.5,Soundproof,Filter,Technician,460.0,40.0,45.0,65.0,100.0,120.0,90.0,https://play.pokemonshowdown.com/audio/cries/mrmime.mp3,https://projectpokemon.org/images/normal-sprite/mrmime.gif
1,123,Scyther,"As Scyther fights more and more battles, its scythes become sharper and sharper. With a single slice, Scyther can fell a massive tree.",Mantis Pokémon,Bug,Flying,1.5,56.0,Swarm,Technician,Steadfast,500.0,70.0,110.0,80.0,55.0,80.0,105.0,https://play.pokemonshowdown.com/audio/cries/scyther.mp3,https://projectpokemon.org/images/normal-sprite/scyther.gif
1,124,Jynx,"In certain parts of Galar, Jynx was once feared and worshiped as the Queen of Ice.",Human Shape Pokémon,Ice,Psychic,1.4,40.6,Oblivious,Forewarn,Dry Skin,455.0,65.0,50.0,35.0,115.0,95.0,95.0,https://play.pokemonshowdown.com/audio/cries/jynx.mp3,https://projectpokemon.org/images/normal-sprite/jynx.gif
1,125,Electabuzz,Many power plants keep Ground-type Pokémon around as a defense against Electabuzz that come seeking electricity.,Electric Pokémon,Electric,,1.1,30.0,Static,,Vital Spirit,490.0,65.0,83.0,57.0,95.0,85.0,105.0,https://play.pokemonshowdown.com/audio/cries/electabuzz.mp3,https://projectpokemon.org/images/normal-sprite/electabuzz.gif
1,126,Magmar,Magmar dispatches its prey with fire. But it regrets this habit once it realizes that it has burned its intended prey to a charred crisp.,Spitfire Pokémon,Fire,,1.3,44.5,Flame Body,,Vital Spirit,495.0,65.0,95.0,57.0,100.0,85.0,93.0,https://play.pokemonshowdown.com/audio/cries/magmar.mp3,https://projectpokemon.org/images/normal-sprite/magmar.gif
1,127,Pinsir,"These Pokémon judge one another based on pincers. Thicker, more impressive pincers make for more popularity with the opposite gender.",Stag Beetle Pokémon,Bug,,1.5,55.0,Hyper Cutter,Mold Breaker,Moxie,500.0,65.0,125.0,100.0,55.0,70.0,85.0,https://play.pokemonshowdown.com/audio/cries/pinsir.mp3,https://projectpokemon.org/images/normal-sprite/pinsir.gif
1,128,Tauros,"When Tauros begins whipping itself with its tails, it’s a warning that the Pokémon is about to charge with astounding speed.",Wild Bull Pokémon,Normal,,1.4,88.4,Intimidate,Anger Point,Sheer Force,490.0,75.0,100.0,95.0,40.0,70.0,110.0,https://play.pokemonshowdown.com/audio/cries/tauros.mp3,https://projectpokemon.org/images/normal-sprite/tauros.gif
1,129,Magikarp,It is virtually worthless in terms of both power and speed. It is the most weak and pathetic Pokémon in the world.,Fish Pokémon,Water,,0.9,10.0,Swift Swim,,Rattled,200.0,20.0,10.0,55.0,15.0,20.0,80.0,https://play.pokemonshowdown.com/audio/cries/magikarp.mp3,https://projectpokemon.org/images/normal-sprite/magikarp.gif
1,130,Gyarados,It has an extremely aggressive nature. The Hyper Beam it shoots from its mouth totally incinerates all targets.,Atrocious Pokémon,Water,Flying,6.5,235.0,Intimidate,,Moxie,540.0,95.0,125.0,79.0,60.0,100.0,81.0,https://play.pokemonshowdown.com/audio/cries/gyarados.mp3,https://projectpokemon.org/images/normal-sprite/gyarados.gif
1,131,Lapras,"A smart and kindhearted Pokémon, it glides across the surface of the sea while its beautiful song echoes around it.",Transport Pokémon,Water,Ice,2.5,220.0,Water Absorb,Shell Armor,Hydration,535.0,130.0,85.0,80.0,85.0,95.0,60.0,https://play.pokemonshowdown.com/audio/cries/lapras.mp3,https://projectpokemon.org/images/normal-sprite/lapras.gif
